UID,variation_id
ELH001403,39776;166923;636598;976188;1032776;1207208;1236179;1343080;1457362;1690495;2202827;2031102;2024800;2078833;2122479;2134276;2136092;2572997;2683754;2758663;2820785;2833975;619967;1453428;1483707;1349897;1708056;2439187;2446721;2630884;2769952;1698769;2053580;3053670;283544;623159;801531;845674;929473;1324097;1396245;1687305;2025916;2033864;2109526;2705482;3038687;289713;374386;503856;504339;930420;1075485;1184490;1216773;1220290;1455971;1475836;1679311;2109478;2498410;2584473;2733964;2733965;2826355;3036103;3064166;623158;1013520;1172516;1360374;1498055;1455649;1458694;1993217;2014555;2027088;2128713;2131680;2439194;2700417;2714175;2753566;2773017;3026702;3236626;265698;372792;521858;1029385;1523165;1525650;1473443;1345604;1683983;1928115;2695208;2813956;3062163;424907;546394;632076;636583;973212;1324096;2202829;2023734;2122480;2720039;2771652;2863590;2956424;817893;1200750;2847234;3236191
ELH001404,2031990;2812390;15922;817716;1953648;1999298
ELH001405,1075981
ELH001406,190325;190326;190327;190328;280584;390269;423204;420845;426735;430391;430451;452594;495271;542666;542660;559647;623699;666316;816892;853263;974565;985630;986989;999097;1067683;1068304;1066046;1070041;1196855;1196932;1320185;1321984;1710481;1721403;1747285;1801703;1803043;1803044;2151893;2015540;2091004;2109320;2118816;2431063;2749667;2757952;2822519;3061873;1334594;2500299;2500317;2500318;2500320;2500321;2500322;2500323;2500324;3068740;3068741;3068743;2500319
ELH001407,192239;192237;856685;866620;1453413;2093364;2972496
ELH001408,66061;66062;211216;626317;626316;816626;976123;987028;1699176;1699397;2627229;2684246
ELH001409,66061;66062;211216;626317;626316;816626;976123;987028;1699176;1699397;2627229;2684246
ELH001410,156414;402177;402201;422147;434228;521444;539527;623700;817040;932008;941894;975909;1032462;1299776;1332795;1335992;1362359;1454422;1456718;1704352;2144496;1993044;1993045;2106782;2578580;2584921;2627503;2695240;2752455;3058417
ELH001411,1329621;1456687;2150655
ELH001412,14045;2181214
ELH001413,41042;41043;68878;190759;190754;427946;452250;488772;862119;1784131;2704628;2806492;2811031
ELH001414,545678;545679;545680;995868;1029934;1311442;1685248
ELH001415,807717;1690649;2339126;2663724
ELH001416,3233281
ELH001417,12184;12185;12187;12190;12191;12192;12193;517183;586031;597649;649860;664296;848651;944811;933431;937691;956384;1070432;1076576;1073403;2733970;1324550;1389517;1457738;1451753;1456146;1456481;1705245;1722337;1722338;2202833;1913134;1964067;2100356;2507000;2577239;2635187;2733971;2733972;2737086;2746052;2761538;2836644
ELH001418,3867;489372;2159326;2200542;2031299
ELH001419,1174537
ELH001420,453306;1686020;1705179;1992874;2041842;2116641;2584929
ELH001421,872438
ELH001422,7471;7475;7476;222945;222947;587581;930258;987237;1034085;1192520;1526253;1687218;1802155;1803965;2585237;2633555;3064079
ELH001423,2842124;1349;39555;39556;39557;392464;422966;620489;1032056;1070031;1120081;1177405;1323858;1323860;1390256;1417781;1391151;1403007;1431775;1404163;1527845;1685502;1899102;1899209;1915899;1921077;1910447;1919041;1932133;1952046;1958578;1958747;2000001;2034435;2044400;2033481;2074973;2097564;2097713;2122294;2132120;2135517;2135099;2412941;2575939;2635395;2635601;2695037;2710140;2707758;2725339;2731693;2733980;2733982;2733983;2750874;2755692;2770491;2784894;2776380;2776588;2778091;2807841;2825885;2830751;2833831;2853980;2845291;2846982;2848414;2856844;2861521;2859024;2877726;2892072;2955790;2958912;2958763;2984578;2985919;3017788;3076001
ELH001424,818061;1878837;2613457;3234701
ELH001425,50930;225360;265475;280571;280591;279933;373097;424374;422769;422934;429362;429704;450599;504017;503791;620101;817300;817211;870787;1033883;1299511;1320913;1324414;1326583;1691654;1705697;1709406;1803973;2500672;2571789;2580759;2662953;16319;16320;16321;50928;50931;50932;208582;225060;225361;225362;265476;265477;265537;280166;280555;280412;280438;280469;280218;280679;280718;372767;372768;373021;373024;381660;419605;419221;423737;419144;419209;420115;423169;419550;426826;430493;429703;432612;432814;432659;450871;451498;452639;450522;489350;488829;489034;489072;503801;504188;503619;504214;504441;504368;504216;522001;522879;523448;523873;523875;545968;546021;546293;559656;620498;620308;620135;620246;638422;817526;817521;816950;817794;817045;818057;818072;817480;1027983;1804196;1217958;1032025;1685822;1207438;1212174;1228379;1318601;1322921;1322922;1322923;1324411;1324413;1325967;1329617;1329633;1334604;1334744;1342082;1345023;1675373;1698030;1712871;1723739;1804190;1806652;2431483;2442723;2443581;2444622;2498421;2498422;2499316;2499393;2506823;2507213;2572530;2574769;2580821;2581070;2581071;2584527;2663004;2663311;3026365;3064494;3235868;806218;559518;3065411
ELH001426,1805407;1810236
ELH001427,402168
ELH001428,12449;801549;801550;1394827;1510671;1526419;2434217;2939283;2951138
ELH001429,1064423
ELH001430,835300
ELH001431,438834;504109;522862;977147;985820;987949;2142931;2229213;2441561;2571791
ELH001432,438834;504109;522862;977147;985820;987949;2142931;2229213;2441561;2571791
ELH001433,2505628;2687779
ELH001434,225039;593156;3075992
ELH001435,2011554;2122971
ELH001436,559447;1706462
ELH001437,872515;1179136
ELH001438,2503455;2576012
ELH001439,1687337
ELH001440,419227
ELH001441,948647;1066395;2161374;2060623;2717890;2983306
ELH001442,224834
ELH001443,224834
ELH001444,627051;2734022;2979682
ELH001445,804379;2712315;2766333;2792725;2826473;2830611;2832462;2840751
ELH001446,2696531;2766791;2857220;2898902;3013899;16304;16306;16310;16311;16313;225364;379574;427174;562008;631576;2961405;2720934;1321151;1322927;2503941;2662180;2702005;2694513;2692638;2700823;2717713;2719491;2706869;2708285;2734480;2734029;2734030;2734031;2734032;2744460;2746410;2751924;2770970;2822685;2822929;2828328;2837854;2833474;2840296;2840209;2841690;2852024;2853237;2863131;2914874;2993513;3064195;16309;985096;2627164;2702541;2734033;2734034;2770296;2764607;2829029;2854152
ELH001447,7960;1342196;1342210;1342967
ELH001448,471151;471154;917868;1802584
ELH001449,625168
ELH001450,1686264;691953
ELH001451,3064662
ELH001452,188990;370964;371673;370718;447884;552959;552789;801581;863810;974486;988166;1068472;1491797;1346981;2677343;2677348;2677349;188823;371301;370486;447882;555445;552884;562398;1075584;1409729;1724745;2018485;2677342;2883744
ELH001453,1048524;430447
ELH001454,372899
ELH001455,372899
ELH001456,3268;3271;3272;3274;3276;195377;265669;279741;375573;403878;403886;403893;403882;419476;429954;489059;521635;579524;582687;567635;801586;821167;846304;871206;939836;967087;970108;1069972;1338411;1470484;1452911;1455290;1707836;1775493;1790454;2003171;2020382;2032515;2028064;2504635;2691855;2702399;2734057;2734058;2748058;2758093;2760655;2810313;2818838
ELH001457,462737;1068394;1388879;1923701;2450586;2565272;2585780
ELH001458,2444068
ELH001459,1679226;236299;1685358;987968;1805425;695094;1339492
ELH001460,1324063;3236204;1322067;1452931;2017582;2738506;2847460
ELH001461,1343368;1343371
ELH001462,1343368;1343371
ELH001463,627055;1698968;1098468;1324365;2636960
ELH001464,99866;156384;620109;813174;840786;848307;866778;872032;1069458;1210392;1301835;1421076;1457840;1991480;2126820;2680957;2680993;2925300;2929818
ELH001465,99902;377183;801602;812303;813171;841844;865928;865979;931560;957484;1008477;1023319;1065761;1071809;1073128;1071990;1074495;1172710;1394462;1477482;1452900;1511792;1455373;1490976;2202917;2202916;1951360;2122413;2680983;2680991;2944484;2948686;2948977;2950516;2953637
ELH001466,5740;446252;587385;659686;859692;851764;973928;1066043;1076902;1454084;1512806;1472000;1364895;2202918;2943494
ELH001467,88653;1299500
ELH001468,966202;1451963;2162033;2574003;2930858
ELH001469,17624;653789;856306;851436;1180741;1324004;1324005;2012122;2038462;2922029
ELH001470,177636;181636;43659;43673;177855;165533;181649;181639;217496;426997;431937;1478744;2039723
ELH001471,12408;12409;43625;43626;43627;43628;43629;177644;165549;181642;181641;652329;666939;1435754;1699339;1701922;2202920;2202921;2100789;2500774;2942386;2939571
ELH001472,1192313;1516278;1698082;2130774;3064703;2505353;2631391
ELH001473,859886;1992395;2299096;2440966;2502651
ELH001474,222030
ELH001475,1457858;2005054;2083230;2097227;2135593;2630974;2714425
ELH001476,438672;829903;829863;1343345;1424447;1385626;1939914;2078079;2584519;2703750;3063973;3236246;2708593
ELH001477,48554;48558;438024;497726;556673;554449;648680;813250;973376;999830;1065754;1066404;1074779;1189800;1412546;1374602;1455426;1726209;1916212;2679445;2679460;2679472;2679473;2679475;2810536;48545;180092;550881;1454581;1456814;1724032;2202957;2018215;2088992;2679440;2679470;3028715;48526;48535;48543;48544;179773;195916;224746;228414;265287;265979;374592;420781;424937;426782;438023;444203;488648;488733;556449;558293;550083;555362;558057;551509;556624;555931;552599;594236;661126;662197;664697;845843;864410;850326;863100;863680;866608;866716;867167;951232;938418;938062;957334;967291;979194;1065688;1074031;1073368;1071494;1069610;1073394;1069024;1176219;1185075;1213939;1213950;1297135;1411095;1439079;1483629;1475726;1378663;1449973;1456350;1455435;1403290;1457912;1457913;1457160;1518072;1726365;2202958;2202959;2418859;1916213;1992393;1993416;1995065;2012211;2017595;2007627;2022635;2042611;2076814;2086469;2113117;2105881;2124567;2434456;2444232;2445968;2503078;2503094;2578364;2679450;2679459;2679498;2679512;2679570;2703558;2694319;2715441;2734089;2752968;2776480;2831172;2854973;2883986;2997634;3028721;504513;558154;556041;813112;837914;861348;865832;867170;942974;955440;1066595;1071259;1454273;1361112;1451158;1403400;1382715;1437587;1687359;1724222;2202962;2096518;2503081;2573070;2663179;2679505
ELH001478,48526;48535;48543;48544;179773;195916;224746;228414;265287;265979;374592;420781;424937;426782;438023;444203;488648;488733;556449;558293;550083;555362;558057;551509;556624;555931;552599;594236;661126;662197;664697;845843;864410;850326;863100;863680;866608;866716;867167;951232;938418;938062;957334;967291;979194;1065688;1074031;1073368;1071494;1069610;1073394;1069024;1176219;1185075;1213939;1213950;1297135;1411095;1439079;1483629;1475726;1378663;1449973;1456350;1455435;1403290;1457912;1457913;1457160;1518072;1726365;2202958;2202959;2418859;1916213;1992393;1993416;1995065;2012211;2017595;2007627;2022635;2042611;2076814;2086469;2113117;2105881;2124567;2434456;2444232;2445968;2503078;2503094;2578364;2679450;2679459;2679498;2679512;2679570;2703558;2694319;2715441;2734089;2752968;2776480;2831172;2854973;2883986;2997634;3028721
ELH001479,2353;48502;48503;48504;48512;133312;242590;242397;236534;236538;418896;418535;419244;438021;554392;554773;557492;552496;553748;550216;553983;556829;551604;553795;554469;560919;636120;640289;663600;813119;813248;813113;813118;843266;859369;834892;865950;866916;873464;950188;941331;961937;966065;970060;1033290;1065752;1065706;1065666;1065755;1075766;1069779;1073147;1074519;1074376;1070543;1075659;1071459;1073767;1076931;1213949;1356781;1399636;1469948;1456003;1451568;1453227;1451262;1372640;1455442;1387543;1456939;1405431;1351689;1486285;1675185;1701124;1708278;1710120;1710738;1723233;1724049;1724620;1724740;1725145;1725381;1725594;1725685;1725891;1726672;2169958;2169495;2202964;2202966;2202970;2202972;2202973;2011346;2027863;2063575;2089896;2125102;2115882;2119029;2434489;2503063;2503872;2679447;2679485;2679487;2679509;2679517;2679518;2679526;2679527;2679528;2679533;2679534;2679542;2679567;2679577;2693657;2698873;2743287;2734092;2734093;2760012;2754586;2765664;2791014;2815291;2809953;2839314;2847645;2958956;3028730;3028733;48497;48499;236533;265288;289013;424939;550773;592698;640716;653649;837118;957389;1068204;1073412;1503692;1451960;1709446;1723928;1724137;1725730;2004257;2030873;2034369;2075425;2679536;2679558;2751516;2757998;2838040;2847661;2866458;3001886;2352;817432;867126;958047;1180604;1297138;1441259;1724155;1724172;1724250;2109803;2679525;2810259;2813063;2819764
ELH001480,225034;2148266;2636492
ELH001481,18279;18280;18281;18283;18286;18291;18292;42106;42107;93548;127188;128260;128261;166652;196311;224412;224666;228243;265457;265024;280863;373580;381642;381641;381640;381639;420099;420100;420707;421346;427190;430007;431989;432685;434074;464130;464125;464133;464123;464124;464122;464119;464114;464132;464113;464139;464135;464128;464126;521371;521671;532769;532771;532768;532772;575911;577383;570214;576643;583243;567852;579324;565462;617580;617579;662251;654415;662552;657321;650485;644740;639455;692083;692085;692271;801630;801631;801632;806377;807361;817397;817462;848617;836935;855039;843072;844831;870613;872627;870971;870972;2501790;948691;948238;947145;951759;941283;958807;974928;974929;986377;1029075;1031829;1031830;1065494;1073998;1072266;1074947;1069121;1301883;1322764;1323848;1323850;1333773;1467132;1452454;1479985;1475492;1474488;1451534;1452968;1456499;1348211;1457948;1457951;1457959;1459640;1685233;1685499;1704132;1705499;2202998;2203001;1992629;2008339;2054260;2128194;2434933;2582795;2582796;2582797;2582798;2582799;2582800;2582801;2582802;2582803;2582804;2582805;2582806;2582807;2582808;2582809;2582810;2582811;2582813;2582814;2582815;2582817;2582818;2582823;2582824;2582825;2582826;2627920;2632575;2635623;2633560;2640061;2734104;2734105;2734106;2737692;2755663;2832183;2849834;3065810
ELH001482,873544
ELH001483,873546;873548;1065626;873545
ELH001484,2414356
ELH001485,1690932;1690965
ELH001486,2431683
ELH001487,540913;1324021;132981;419141;560963;646997;1324031;1324035;1455909;1451522;1467731;2664171;2760106;3017553;427099;473888;522103;578921;648191;1324016;1352899;1500600;1437368;420868;847124;1071482;1513293;132979;1074962
ELH001488,1323258;2676343;2676358;1323261;1447041;2089850;2629539;2676348;2676350;2676356;2676373;2676375;2859858;280681;1691239;1691240;2146173;2676337;2676351;2760702;2769287;2768881;2764570;2854347;3011225
ELH001489,2676357;2676378;2676376;2708037;2829729;2873104
ELH001490,982634
ELH001491,1254882;1324420
ELH001492,623227
ELH001493,203383;267739;267737;424511;451925;449036;489084;521108;523805;523871;532559;559858;620055;801643;806416;840879;871335;961938;977138;981344;987258;988469;1064459;1066270;1066807;1073511;1073238;1075142;1172594;1184908;1219744;1325815;1333693;1343373;1390163;1434352;1515365;1685881;1708404;1787847;1809597;1809599;1809600;2017677;2023576;2042325;2431726;2575984;2577166;2582417;2672190;2746326;2847910;3075961
ELH001494,380082;432104;1705158
ELH001495,1323705;2748164;2793960;585086;817472;1028337;1065534;1701830;2664754;2770499;2817149;2963454;623381;2695050;2701862;2734125;2734126;2852236;2867676;2910135;2965494;2967093;2978824;2989633;4042;4044;374178;429301;1064772;1687271;2573441;2576884;2633991;2710840;2734128;2734129;2765529;2795477;2803538;2806730;2815017;2838546;2846228;2856954;2845094;2860043;2970290;3002279;4046;4047;4048;4050;4053;4054;374344;430384;449779;623380;632332;916543;1333570;1687484;2581320;2628496;2723607;2734130;2734131;2734132;2734133;2738509;2753374;2768638;2805683;2830934;2896348;2910136;2979940;2980519;1254323;2664755;2712942;2896074;3061154
ELH001496,2664755;2712942;2896074;3061154
ELH001497,694376;932291
ELH001498,694377;694375;984974;2156476;1074765;1399091;2015134;2628023
ELH001499,489227
ELH001500,1700148
ELH001501,916114;1179233
ELH001502,430823;808661
ELH001503,3068586
ELH001504,640542;1925904;1452811;1705353;2101430;2745572;2831726
ELH001505,807626;1076048;1690955;2166399;2066424;2089945;2751981;3006629;4911;280315;872196;1050803;1323246;1371806;1465375;1951473;1967744;2444342;666366;945033;1349474;1970429;2106824;2112231;2875781;4912;1357179;1524159;2725222
ELH001506,2446021;2574489
ELH001507,279969;433150;817596;1285553;1679249;2443779;2445219;2507183
ELH001508,1360910;1522265
ELH001509,985534
ELH001510,375734
ELH001511,268122;449235;523922;666592;666552;987075;1321869;1338778;1992351;2429973;2431484
ELH001512,100085;8732;203747;371082;558276;651987;689365;801655;848128;984355;1075355;1069908;1386792;1452307;1455936;1452124;1459829;1491269;1722335;1725474;2675963;2675964;2675968;2954233
ELH001513,370742;370401;370098;1073572;1725075;2025539;2046757;2675965;2922371;2934638;2947613;2935068
ELH001514,8730;8731;92594;189105;370220;371639;503510;553089;552438;556688;552755;579792;1071670;1435055;1725500;2178770;1994476;2028098;2120942;2675980;2675978;2675979;2937105;418241;1075534;2193793
ELH001515,1493450
ELH001516,4122;420062;591053;2189501;2119151;2692765;2827149;2840472;2963806;2984742
ELH001517,817091;103;105;143088;191360;288774;288775;289252;438048;438049;499277;504133;522284;545943;599266;808719;812237;812238;812239;812241;813057;839525;841160;836420;844048;841159;865922;866857;865994;867166;865992;866727;866909;866068;866617;866401;871084;916720;936777;934418;967266;973352;973350;973351;979001;987347;988457;1049580;1065770;1065771;1065729;1070134;1069982;1073517;1073099;1074451;1071669;1076818;1184961;1184960;1213961;1213962;1297095;1414211;1440090;1415689;1442573;1455807;1446693;1421165;1421257;1424127;1451549;1453214;1397241;1454885;1455021;1454590;1454598;1453727;1456390;1456459;1458436;1350516;1363488;1390950;1458821;1408996;2141681;1917051;1921676;1929073;1943769;1961062;1969179;1998508;2035634;2059193;2090433;2105896;2444372;2628065;2702083;2723828;2728103;2734140;2749518;2758612;2776882;2793520;2794566;2804626;2823321;2890078;2978567;3028813;3028814;3028815;3028826;3028834;3028836;3028837;3028838;3028839
